,AGE,ATTRITION,BUSINESSTRAVEL,DEPARTMENT,DISTANCEFROMHOME,EDUCATION,EDUCATIONFIELD,EMPLOYEENUMBER,ENVIRONMENTSATISFACTION,GENDER,HOURLYRATE,JOBINVOLVEMENT,JOBLEVEL,JOBROLE,JOBSATISFACTION,MARITALSTATUS,MONTHLYINCOME,MONTHLYRATE,NUMCOMPANIESWORKED,OVERTIME,PERCENTSALARYHIKE,RELATIONSHIPSATISFACTION,STOCKOPTIONLEVEL,TRAININGTIMESLASTYEAR,WORKLIFEBALANCE,YEARSATCOMPANY,YEARSSINCELASTPROMOTION,YEARSWITHCURRMANAGER,REMOTEWORK,DAILYRATE,PERFORMANCERATING,TOTALWORKINGYEARS
308,33.0,no,Unknown,Unknown,10,3,Unknown,446.0,2,male,46.0,2,2,sales executive,4,Unknown,4682.0,4317,3,0.0,14,3,0,6,2.0,7,0,1,0,802.0919042787403,3.0,11.314493590832905
309,43.0,no,travel frequently,research & development,10,4,life sciences,448.0,3,female,82.0,2,2,laboratory technician,3,divorced,5257.0,6227,1,0.0,11,2,1,3,4.0,9,0,0,0,559.0,3.1537273932429675,9.0
310,29.0,yes,travel rarely,Unknown,8,4,Unknown,454.0,2,male,77.0,1,1,laboratory technician,1,Unknown,2119.0,4759,1,,11,4,0,4,2.0,7,0,7,0,318.0,3.0,7.0
311,27.0,no,Unknown,sales,8,4,Unknown,458.0,2,female,56.0,3,2,sales executive,2,Unknown,,3415,1,0.0,18,1,1,3,3.0,8,0,7,0,1130.0,3.0,8.0
312,29.0,no,travel rarely,Unknown,10,1,Unknown,Unknown,4,female,39.0,2,2,sales executive,2,divorced,,11866,1,1.0,14,1,2,2,3.0,7,1,7,0,144.0,3.0,7.0
313,37.0,no,Unknown,Unknown,6,3,medical,Unknown,3,male,51.0,4,2,research scientist,1,divorced,5974.0,17001,4,,13,1,2,2,3.0,7,6,7,0,1319.0,3.0,13.0
314,26.0,no,travel rarely,Unknown,1,3,Unknown,476.0,3,male,57.0,3,2,sales executive,3,Unknown,,20156,1,,17,2,1,3,3.0,8,7,7,0,933.0,3.0,11.415731599948097
315,40.0,no,travel rarely,Unknown,10,4,life sciences,483.0,4,female,46.0,4,1,laboratory technician,3,married,,22495,3,1.0,13,3,1,3,3.0,7,1,7,0,1171.0,3.0,11.59978932408397
316,41.0,yes,Unknown,Unknown,4,3,Unknown,488.0,1,male,56.0,3,2,sales executive,2,Unknown,,9558,1,0.0,18,3,0,5,3.0,8,7,7,0,143.0,3.0,8.0
317,51.0,no,travel rarely,Unknown,14,2,Unknown,500.0,3,female,87.0,3,2,sales executive,4,Unknown,,14862,4,0.0,11,3,1,2,2.0,7,0,7,1,1178.0,3.0,18.0
318,37.0,no,Unknown,Unknown,14,3,Unknown,Unknown,4,female,95.0,3,1,laboratory technician,1,Unknown,3034.0,26914,1,0.0,12,3,1,2,2.0,18,12,17,0,1107.0,3.0,11.550294810030627
319,56.0,no,Unknown,Unknown,6,3,life sciences,Unknown,3,female,86.0,4,4,sales executive,1,married,13212.0,18256,9,0.0,11,4,3,0,2.0,7,7,7,0,906.0,3.0,36.0
320,41.0,no,travel rarely,sales,1,3,marketing,534.0,2,male,49.0,4,3,sales executive,1,married,8392.0,19566,1,,16,3,1,2,3.0,10,0,7,1,645.0,3.0,10.0
321,46.0,no,Unknown,Unknown,18,3,medical,Unknown,3,female,87.0,3,2,manufacturing director,3,Unknown,,26314,2,0.0,14,3,1,5,2.0,10,0,8,0,1485.0,3.0,19.0
322,30.0,no,non-travel,Unknown,2,3,Unknown,Unknown,3,female,49.0,3,1,laboratory technician,4,single,,7181,0,,14,3,0,2,2.0,11,6,7,0,1116.0,3.0,12.0
323,35.0,no,travel rarely,Unknown,16,3,life sciences,586.0,4,male,72.0,3,3,healthcare representative,3,Unknown,,14295,4,1.0,12,3,0,2,3.0,8,0,0,0,1276.0,3.0,10.0
324,48.0,no,travel rarely,Unknown,2,5,Unknown,595.0,2,female,37.0,3,2,sales executive,4,married,4051.0,19658,2,0.0,14,1,1,2,3.0,9,6,7,0,163.0,3.0,14.0
325,45.0,no,travel rarely,Unknown,2,3,other,Unknown,4,male,61.0,3,2,sales executive,2,Unknown,4805.0,16177,0,0.0,19,2,1,3,4.0,8,3,7,0,561.0,3.0,11.128044737013038
326,26.0,yes,travel frequently,Unknown,17,4,life sciences,608.0,2,female,58.0,3,1,human resources,3,Unknown,2741.0,22808,0,1.0,11,2,1,2,3.0,7,1,0,0,426.0,3.0,8.0
327,41.0,no,Unknown,Unknown,2,4,other,616.0,1,female,62.0,2,2,healthcare representative,3,single,,2112,2,1.0,17,1,0,3,3.0,8,0,7,1,509.0,3.0,10.0
328,34.0,no,Unknown,Unknown,21,4,Unknown,621.0,4,male,74.0,4,2,sales executive,4,single,5337.0,19921,1,,12,4,0,3,3.0,10,5,7,0,258.0,3.0,10.0
329,31.0,no,travel rarely,Unknown,6,4,medical,653.0,1,male,66.0,4,2,sales executive,4,divorced,,6219,4,0.0,22,4,2,4,4.0,7,5,7,1,525.0,4.0,13.0
330,43.0,no,travel frequently,Unknown,9,5,Unknown,663.0,4,male,72.0,3,2,laboratory technician,3,divorced,,19627,3,,13,2,1,3,3.0,8,4,7,0,799.0193358728882,3.0,10.0
331,53.0,no,Unknown,sales,1,1,Unknown,682.0,4,female,34.0,3,2,sales executive,1,single,,7507,7,,20,4,0,2,4.0,14,8,10,0,238.0,4.0,18.0
332,37.0,no,travel rarely,Unknown,3,3,other,Unknown,3,male,36.0,3,3,manufacturing director,3,married,9434.0,9606,1,0.0,15,3,1,2,3.0,10,7,8,1,482.0,3.1542573816499706,11.066949785882905
333,54.0,no,Unknown,Unknown,19,4,Unknown,Unknown,3,male,88.0,3,3,human resources,2,Unknown,,6729,2,,15,3,1,1,4.0,9,7,1,0,397.0,3.154469003352797,16.0
334,38.0,no,travel rarely,sales,7,4,marketing,Unknown,4,female,46.0,2,2,sales executive,4,Unknown,,7791,0,0.0,20,1,0,2,3.0,7,0,5,1,243.0,3.1568320816500455,10.882118707288633
335,29.0,no,Unknown,research & development,1,4,life sciences,710.0,2,male,76.0,1,1,research scientist,4,divorced,,18959,1,,18,4,1,5,3.0,10,2,8,1,806.0,3.0,10.0
336,34.0,no,Unknown,Unknown,9,3,medical,717.0,4,female,46.0,2,3,healthcare representative,2,Unknown,,17654,1,,14,2,0,3,4.0,8,7,7,0,1442.0,3.0,9.0
337,39.0,no,Unknown,Unknown,2,4,technical degree,721.0,4,female,80.0,2,2,healthcare representative,3,single,,20978,1,0.0,11,1,0,4,3.0,20,11,10,0,408.0,3.0,20.0
338,32.0,no,Unknown,Unknown,10,3,marketing,722.0,4,male,55.0,3,2,sales executive,4,Unknown,5396.0,21703,1,,12,4,0,2,2.0,10,0,8,1,929.0,3.0,10.0
339,38.0,no,travel rarely,Unknown,1,4,life sciences,724.0,2,female,33.0,4,2,healthcare representative,4,Unknown,,19383,0,,13,3,0,4,3.0,9,1,8,1,827.0,3.0,10.0
340,27.0,no,travel rarely,Unknown,1,2,life sciences,725.0,3,female,,3,3,manufacturing director,1,married,,6009,1,,11,4,0,3,3.0,9,0,7,0,796.6818826660123,3.0,9.0
341,32.0,no,travel rarely,Unknown,3,2,life sciences,Unknown,3,female,39.0,3,3,research director,4,single,11159.0,19373,3,,15,4,0,6,3.0,7,7,7,0,1018.0,3.0,10.0
342,47.0,no,Unknown,Unknown,-35,4,marketing,728.0,4,male,42.0,3,2,sales executive,1,single,4960.0,11825,2,,12,4,0,2,3.0,7,1,7,0,703.0,3.0,20.0
343,27.0,no,travel frequently,Unknown,10,2,Unknown,733.0,4,male,32.0,3,3,manufacturing director,1,Unknown,8793.0,4809,1,0.0,21,3,2,4,2.0,9,1,7,1,294.0,4.0,9.0
344,41.0,no,Unknown,Unknown,1,3,Unknown,734.0,4,male,59.0,2,5,manager,3,Unknown,19189.0,19562,1,0.0,12,2,1,3,3.0,22,2,10,0,314.0,3.154509014693609,22.0
345,28.0,yes,Unknown,research & development,-35,2,Unknown,Unknown,35,female,67.0,1,1,research scientist,2,Unknown,2216.0,3872,7,1.0,13,4,0,4,3.0,7,3,7,1,654.0,3.0,10.0
346,36.0,no,Unknown,research & development,8,3,Unknown,742.0,1,female,63.0,4,3,research director,1,married,11713.0,20335,9,,14,1,1,2,3.0,8,0,5,0,427.0,3.0,10.0
347,30.0,no,Unknown,Unknown,27,5,marketing,747.0,3,male,99.0,3,2,sales executive,4,divorced,5304.0,25275,7,0.0,23,4,1,2,2.0,8,7,7,0,501.0,3.154205050306769,10.0
348,56.0,no,travel rarely,Unknown,9,3,Unknown,762.0,3,male,81.0,3,4,healthcare representative,4,married,11103.0,20420,7,0.0,11,3,0,1,2.0,10,1,1,0,845.7684000104075,3.0,30.0
349,45.0,no,travel rarely,Unknown,2,2,Unknown,783.0,2,male,46.0,1,2,sales representative,3,single,6632.0,12388,0,0.0,13,1,0,3,3.0,8,3,1,1,954.0,3.0,9.0
350,36.0,no,non-travel,Unknown,8,4,Unknown,789.0,1,male,76.0,2,3,sales executive,1,single,7587.0,14229,1,,15,2,0,1,3.0,10,0,9,0,1434.0,3.0,10.0
351,29.0,no,Unknown,Unknown,27,3,medical,793.0,2,female,66.0,3,2,healthcare representative,3,married,4335.0,25549,4,0.0,12,1,1,3,2.0,8,1,1,1,657.0,3.0,11.0
352,38.0,no,Unknown,Unknown,2,4,life sciences,803.0,1,female,75.0,4,2,manufacturing director,1,single,5980.0,26085,6,,12,4,0,2,3.0,15,4,12,0,240.0,3.0,17.0
353,40.0,no,Unknown,Unknown,-13,2,medical,Unknown,13,female,38.0,4,2,healthcare representative,2,Unknown,4244.0,9931,1,0.0,24,4,1,2,3.0,8,3,7,1,791.0,4.0,8.0
354,42.0,no,travel frequently,Unknown,8,3,Unknown,809.0,2,male,66.0,3,5,manager,4,Unknown,,16225,1,0.0,13,2,1,4,2.0,24,14,9,1,570.0,3.0,24.0
355,36.0,no,travel rarely,Unknown,1,3,other,823.0,3,female,35.0,3,2,manufacturing director,2,Unknown,5228.0,23361,0,,15,1,1,2,3.0,9,0,5,0,676.0,3.0,11.21698019195264
356,29.0,no,travel rarely,Unknown,23,2,Unknown,Unknown,3,male,81.0,4,1,research scientist,3,married,2700.0,23779,1,,24,3,1,3,3.0,10,0,7,1,798.9034729774271,4.0,10.0
357,55.0,yes,Unknown,Unknown,2,1,medical,842.0,3,male,37.0,3,2,sales executive,4,single,,21519,4,,16,3,0,3,2.0,9,7,3,0,436.0,3.0,11.0313757642526
358,28.0,no,Unknown,sales,2,4,Unknown,Unknown,2,female,81.0,3,2,sales executive,2,Unknown,,3698,1,,20,1,0,2,3.0,8,7,5,1,760.0,4.0,8.0
359,26.0,yes,Unknown,Unknown,5,2,medical,Unknown,3,female,88.0,2,1,research scientist,3,married,2366.0,20898,1,,14,1,1,2,3.0,8,1,7,1,794.3444294591362,3.0,8.0
360,44.0,no,Unknown,Unknown,9,2,Unknown,913.0,2,male,61.0,3,1,research scientist,1,Unknown,,7508,1,1.0,13,4,0,0,3.0,8,7,1,1,661.0,3.0,8.0
361,41.0,yes,Unknown,research & development,2,4,life sciences,927.0,2,female,57.0,1,1,laboratory technician,4,divorced,,17725,4,1.0,13,3,1,1,2.0,7,1,0,0,1085.0,3.0,11.53328107082479
362,31.0,no,travel rarely,Unknown,7,4,Unknown,941.0,2,male,41.0,2,1,sales representative,3,Unknown,2329.0,11737,3,,15,2,0,2,4.0,7,5,2,0,154.0,3.1577908611479812,10.81329039768658
363,26.0,no,travel frequently,sales,-28,3,medical,956.0,28,male,52.0,2,2,sales executive,1,Unknown,4294.0,11148,1,,12,2,0,2,3.0,7,0,7,1,1283.0,3.0,11.686404723677322
364,31.0,no,Unknown,Unknown,12,3,medical,Unknown,4,female,41.0,3,2,healthcare representative,4,Unknown,,17369,0,,11,3,2,2,1.0,9,8,5,0,616.0,3.0,10.0
365,32.0,no,Unknown,Unknown,3,4,medical,966.0,3,female,93.0,3,2,manufacturing director,1,married,6725.0,13554,1,,12,3,1,2,4.0,8,6,3,0,498.0,3.0,8.0
366,36.0,yes,travel rarely,Unknown,3,1,life sciences,967.0,3,male,51.0,2,3,sales executive,4,married,10325.0,5518,1,,11,1,1,6,3.0,16,3,7,0,530.0,3.153740287089286,11.104070671960416
367,45.0,no,non-travel,Unknown,-47,2,Unknown,972.0,47,male,57.0,3,2,laboratory technician,2,Unknown,4447.0,23163,1,,12,2,0,5,2.0,9,0,8,1,805.0,3.0,11.316742571841411
368,39.0,no,travel rarely,Unknown,2,5,Unknown,Unknown,1,male,41.0,4,3,sales executive,3,single,,2560,0,0.0,18,4,0,3,3.0,8,0,7,0,903.0,3.0,9.0
369,36.0,no,non-travel,Unknown,8,4,technical degree,990.0,1,male,84.0,3,2,sales executive,4,divorced,,25952,4,0.0,13,4,2,3,3.0,7,0,7,1,1229.0,3.1461600406628754,12.0
370,46.0,no,Unknown,Unknown,7,2,medical,Unknown,4,male,,3,3,manufacturing director,3,Unknown,10845.0,24208,6,,13,2,1,3,3.0,8,0,7,0,566.0,3.0,11.131911495923454
371,54.0,no,travel rarely,Unknown,17,3,technical degree,1013.0,3,female,56.0,3,3,manufacturing director,3,Unknown,,13943,8,,11,3,1,2,3.0,10,0,8,0,1441.0,3.142490809847071,22.0
372,30.0,no,travel rarely,Unknown,8,2,Unknown,1015.0,2,female,73.0,4,3,research director,1,Unknown,,17802,0,1.0,12,3,3,4,2.0,8,1,7,0,153.0,3.0,10.812517209922971
373,26.0,no,Unknown,Unknown,2,2,medical,1018.0,4,male,32.0,4,2,manufacturing director,4,married,5472.0,3334,1,,12,2,0,2,3.0,8,1,3,0,1066.0,3.0,11.518587386965203
374,55.0,no,travel frequently,Unknown,18,4,medical,1034.0,3,male,62.0,3,2,healthcare representative,2,married,6385.0,12992,3,,14,4,2,3,3.0,8,6,7,1,135.0,3.0,10.798596877845467
375,50.0,no,non-travel,sales,1,3,life sciences,Unknown,4,female,95.0,3,2,sales executive,3,married,6347.0,24920,0,,12,1,1,3,3.0,18,0,13,0,145.0,3.0,10.806330395666302
376,32.0,no,non-travel,Unknown,29,4,Unknown,1046.0,4,female,69.0,3,1,laboratory technician,3,single,,11135,9,0.0,12,2,0,2,3.0,8,7,7,1,1109.0,3.0,10.0
377,53.0,no,travel frequently,Unknown,2,3,marketing,1050.0,3,female,38.0,2,3,sales executive,2,Unknown,7525.0,23537,2,,12,1,1,2,3.0,15,6,12,1,124.0,3.0,30.0
378,40.0,no,travel rarely,Unknown,26,3,Unknown,Unknown,3,male,74.0,3,2,sales executive,1,married,,22217,1,,14,2,1,3,2.0,7,7,5,0,300.0,3.0,8.0
379,55.0,no,Unknown,Unknown,2,1,Unknown,1074.0,3,male,40.0,2,4,manager,1,single,,17323,7,0.0,15,2,0,3,4.0,9,6,2,0,444.0,3.0,11.037562578509268
380,28.0,yes,non-travel,Unknown,24,2,Unknown,1082.0,2,male,72.0,2,3,healthcare representative,1,single,,12355,1,0.0,12,1,0,2,2.0,10,1,9,0,1366.0,3.0,10.0
381,28.0,no,travel rarely,Unknown,10,3,other,1097.0,3,female,59.0,3,2,research scientist,3,single,3660.0,7909,3,0.0,13,4,0,4,4.0,8,1,7,1,857.0,3.0,11.356956864509753
382,35.0,yes,Unknown,Unknown,4,3,technical degree,1100.0,4,male,86.0,3,3,sales executive,1,Unknown,,10333,0,,22,1,0,2,3.0,8,4,7,1,1204.0,4.0,9.0
383,33.0,yes,travel frequently,research & development,-36,4,medical,1101.0,36,female,54.0,2,2,research scientist,3,single,,3129,1,0.0,22,2,0,4,3.0,13,3,8,1,827.0,4.0,14.0
384,25.0,yes,Unknown,research & development,4,1,technical degree,1106.0,4,male,32.0,3,1,laboratory technician,4,married,,4605,1,,15,2,1,3,4.0,7,5,6,1,1219.0,3.146970922561223,7.0
385,38.0,no,Unknown,sales,10,4,Unknown,1119.0,3,male,,2,3,sales executive,3,Unknown,8740.0,5569,0,1.0,14,2,2,2,3.0,8,2,7,0,770.0,3.0,9.0
386,28.0,no,Unknown,Unknown,-12,3,Unknown,Unknown,12,female,93.0,3,3,manufacturing director,2,Unknown,,8039,0,,17,2,3,3,2.0,9,1,7,0,950.0,3.0,11.428878580243518
387,43.0,no,travel frequently,Unknown,27,3,life sciences,1126.0,3,female,83.0,3,3,manufacturing director,1,married,,11535,8,0.0,11,3,1,1,3.0,8,0,1,0,1082.0,3.0,18.0
388,39.0,yes,travel frequently,research & development,2,3,life sciences,Unknown,1,male,84.0,3,4,healthcare representative,4,Unknown,,13547,7,0.0,11,4,3,4,3.0,18,11,5,0,203.0,3.0,21.0
389,40.0,no,travel rarely,Unknown,14,3,Unknown,1128.0,3,male,44.0,2,5,research director,3,Unknown,,17544,1,0.0,14,1,0,2,3.0,20,4,9,1,1308.0,3.145359046084859,11.705738367133403
390,29.0,no,travel rarely,Unknown,8,1,medical,Unknown,2,male,79.0,2,2,manufacturing director,4,married,,17689,1,,15,3,1,2,2.0,10,1,2,1,718.0,3.0,10.0
391,40.0,no,Unknown,Unknown,-32,4,Unknown,Unknown,2,female,88.0,3,3,research director,3,Unknown,13499.0,13782,9,0.0,17,3,0,3,2.0,18,2,13,0,593.0,3.0,20.0
392,26.0,no,travel rarely,Unknown,3,4,Unknown,1177.0,1,male,82.0,4,1,laboratory technician,4,Unknown,,13421,1,,22,2,1,2,3.0,8,0,7,0,1384.0,4.0,8.0
393,35.0,no,travel rarely,Unknown,2,3,Unknown,1182.0,3,male,44.0,2,3,manufacturing director,2,divorced,,19588,2,0.0,18,2,1,2,4.0,7,6,4,1,819.0,3.0,15.0
394,53.0,no,Unknown,research & development,7,2,medical,1201.0,4,female,50.0,3,5,manager,3,divorced,,18640,3,0.0,18,2,1,6,3.0,7,4,7,0,1223.0,3.0,26.0
395,35.0,no,Unknown,Unknown,17,4,life sciences,1218.0,3,male,94.0,3,2,sales executive,1,Unknown,,21026,3,,15,4,3,2,3.0,7,1,7,1,1361.0,3.0,15.0
396,33.0,no,Unknown,Unknown,25,3,medical,1220.0,2,female,,3,2,sales executive,3,Unknown,,4905,1,0.0,12,1,1,3,2.0,10,0,1,1,1146.0,3.0,11.580455529531882
397,36.0,no,Unknown,research & development,6,4,life sciences,Unknown,3,male,60.0,1,1,laboratory technician,3,divorced,,6865,1,0.0,14,3,1,4,3.0,7,1,7,1,802.0919042787403,3.0,11.314493590832905
398,30.0,no,travel rarely,Unknown,7,4,life sciences,1224.0,3,male,49.0,3,2,laboratory technician,3,divorced,3491.0,11309,1,,13,1,3,4,2.0,10,8,9,0,853.0,3.150260671608014,11.353863301190332
399,60.0,no,Unknown,Unknown,-29,4,Unknown,Unknown,29,male,52.0,4,2,sales executive,4,divorced,5220.0,10893,0,,18,2,1,3,3.0,11,1,9,0,803.6942422866401,3.0,12.0
400,32.0,no,Unknown,Unknown,2,2,life sciences,1235.0,4,female,38.0,3,2,research scientist,3,single,,2338,4,1.0,14,4,0,2,3.0,8,0,7,0,1316.0,3.0,10.0
401,36.0,no,Unknown,Unknown,1,3,technical degree,1237.0,3,female,,1,3,manufacturing director,1,divorced,10252.0,4235,2,1.0,21,3,1,2,3.0,7,7,7,1,363.0,4.0,17.0
402,27.0,no,travel rarely,Unknown,14,3,Unknown,Unknown,1,male,42.0,3,1,research scientist,1,Unknown,,14377,1,,14,4,2,3,2.0,9,6,8,1,1103.0,3.0,11.547201402902292
403,43.0,no,Unknown,research & development,3,3,life sciences,1255.0,3,male,96.0,1,5,research director,4,Unknown,19740.0,18625,3,0.0,14,2,1,2,3.0,8,0,7,1,920.0,3.0,11.405678026781013
404,29.0,no,travel rarely,Unknown,1,3,Unknown,1264.0,4,female,,2,4,research director,4,divorced,,3423,3,0.0,14,2,2,2,2.0,7,1,7,0,694.0,3.0,9.0
405,59.0,no,Unknown,Unknown,-24,4,Unknown,1283.0,24,male,67.0,3,3,manufacturing director,4,single,,20002,6,0.0,12,4,0,6,2.0,9,5,4,0,1429.0,3.0,11.799314083861512
406,43.0,no,travel rarely,Unknown,4,4,marketing,1293.0,4,female,56.0,2,3,sales executive,4,single,,20364,3,0.0,14,4,0,3,4.0,21,15,17,1,531.0,3.0,23.0
407,44.0,yes,travel rarely,Unknown,15,3,medical,1295.0,1,female,73.0,3,3,healthcare representative,4,married,,14075,1,,11,4,1,2,3.0,10,0,5,1,621.0,3.0,11.174445843938047
408,29.0,yes,Unknown,research & development,7,3,technical degree,Unknown,2,female,39.0,3,1,laboratory technician,3,divorced,,17285,3,1.0,13,1,2,2,3.0,7,7,7,1,806.0,3.0,10.0
409,32.0,no,travel rarely,Unknown,8,3,Unknown,Unknown,3,male,56.0,4,2,sales executive,4,married,6209.0,11693,1,,15,3,2,4,4.0,10,0,8,0,604.0,3.0,11.161298863642628
410,36.0,no,travel rarely,Unknown,10,4,technical degree,Unknown,4,female,63.0,3,3,healthcare representative,3,married,7094.0,5747,3,0.0,12,1,0,0,3.0,7,1,7,0,325.0,3.0,10.945533716441332
411,52.0,yes,Unknown,sales,5,3,Unknown,Unknown,2,male,64.0,3,3,sales executive,2,single,,21534,9,1.0,19,3,0,2,2.0,8,7,7,1,1030.0,3.0,11.490746722810197
412,39.0,no,travel rarely,Unknown,-33,2,Unknown,1322.0,1,male,32.0,3,2,manufacturing director,3,single,4534.0,13352,0,,11,1,0,6,3.0,8,1,7,0,524.0,3.0,11.099430721075947
413,34.0,no,Unknown,Unknown,9,3,Unknown,1344.0,4,male,86.0,3,3,healthcare representative,4,Unknown,8500.0,5494,0,,11,4,1,0,2.0,9,1,6,0,943.0,3.14949161060653,10.0
414,38.0,no,Unknown,Unknown,2,2,life sciences,1355.0,2,female,31.0,3,2,sales executive,1,Unknown,,19461,3,,15,4,1,3,3.0,7,1,7,0,1009.0,3.0,11.0
415,36.0,no,travel frequently,sales,-12,3,marketing,1362.0,12,female,83.0,4,2,sales executive,1,married,4639.0,2261,2,0.0,16,4,1,2,2.0,15,6,13,1,607.0,3.0,11.163618918988877
416,35.0,no,Unknown,Unknown,1,3,Unknown,1369.0,4,female,60.0,2,2,laboratory technician,4,Unknown,5363.0,10846,0,0.0,12,2,1,0,3.0,9,0,0,0,817.0,3.0,10.0
417,55.0,yes,Unknown,Unknown,13,4,Unknown,Unknown,1,male,85.0,4,4,sales executive,3,Unknown,,9277,6,,17,3,0,2,2.0,19,3,8,0,802.0919042787403,3.0,11.314493590832905
418,34.0,no,Unknown,Unknown,29,3,Unknown,1377.0,2,male,86.0,3,2,laboratory technician,3,Unknown,,17491,4,,13,1,2,1,3.0,8,7,7,0,799.0193358728882,3.0,10.0
419,43.0,no,Unknown,Unknown,6,3,medical,1402.0,1,female,73.0,2,2,research scientist,3,single,4081.0,20003,1,1.0,14,1,0,3,1.0,20,1,8,0,930.0,3.0,20.0
420,42.0,no,travel rarely,Unknown,10,3,human resources,1408.0,3,female,31.0,3,4,manager,1,married,,16616,0,,14,3,1,5,3.0,20,0,9,0,1147.0,3.0,21.0
421,26.0,no,travel rarely,Unknown,7,3,Unknown,1417.0,3,male,100.0,4,1,laboratory technician,1,single,3578.0,23577,0,0.0,12,4,0,2,3.0,7,0,7,0,652.0,3.0,8.0
422,29.0,yes,Unknown,Unknown,14,1,other,1421.0,3,female,84.0,3,3,healthcare representative,4,single,,22930,0,1.0,12,1,0,1,3.0,8,7,7,1,337.0,3.0,10.954813937826334
423,54.0,no,Unknown,research & development,1,3,Unknown,1422.0,4,female,54.0,3,4,research director,4,Unknown,17328.0,5652,6,,19,4,0,3,2.0,20,12,7,0,971.0,3.0,29.0
424,55.0,no,Unknown,Unknown,1,4,Unknown,1424.0,2,male,81.0,4,4,research director,4,divorced,,12414,2,0.0,13,4,2,4,4.0,7,0,0,0,1136.0,3.0,31.0
425,40.0,no,non-travel,Unknown,9,4,other,Unknown,3,male,81.0,3,2,laboratory technician,3,Unknown,,23099,3,0.0,11,3,2,2,3.0,8,0,7,1,663.0,3.0,11.0
426,31.0,no,Unknown,Unknown,8,2,Unknown,Unknown,1,male,31.0,3,3,sales executive,4,divorced,10793.0,8386,1,,18,1,1,5,3.0,13,9,9,0,326.0,3.155648685388899,13.0
427,46.0,yes,Unknown,Unknown,9,3,marketing,1457.0,1,male,52.0,3,3,sales executive,4,divorced,,15986,4,0.0,11,1,1,1,4.0,7,4,3,1,377.0,3.0,28.0
428,45.0,no,travel rarely,Unknown,20,3,medical,1460.0,2,male,95.0,1,3,healthcare representative,1,Unknown,10851.0,19863,2,1.0,18,2,1,2,3.0,7,0,7,0,1038.0,3.0,11.496933537066866
429,49.0,no,travel rarely,Unknown,7,4,life sciences,1484.0,3,male,35.0,3,3,healthcare representative,2,divorced,10466.0,20948,3,,14,2,2,3,3.0,8,0,7,0,1490.0,3.0,29.0
430,29.0,no,travel rarely,Unknown,19,3,Unknown,1497.0,3,male,77.0,2,2,sales executive,3,Unknown,,23757,1,,14,3,2,3,3.0,10,0,4,1,1246.0,3.0,10.0
431,29.0,yes,Unknown,Unknown,1,4,technical degree,1522.0,1,male,100.0,2,1,research scientist,1,single,2362.0,7568,6,0.0,13,3,0,2,1.0,9,0,7,1,224.0,3.0,10.8674251864509
432,29.0,no,Unknown,Unknown,8,1,other,1544.0,3,female,39.0,1,2,healthcare representative,1,Unknown,,7288,3,0.0,13,3,1,3,3.0,7,0,7,1,441.0,3.0,9.0
433,40.0,no,travel rarely,human resources,6,2,Unknown,Unknown,3,male,38.0,3,4,manager,4,single,,17381,1,1.0,21,4,0,2,3.0,21,7,7,1,898.0,4.0,21.0
434,48.0,no,Unknown,sales,16,4,life sciences,Unknown,3,female,96.0,3,2,sales executive,3,divorced,6439.0,13693,8,0.0,14,3,1,2,3.0,8,7,7,1,817.7189615278959,3.0,18.0
435,53.0,yes,Unknown,Unknown,2,5,Unknown,1572.0,3,female,78.0,2,3,manufacturing director,4,married,,14618,0,,16,2,1,4,3.0,33,1,9,1,607.0,3.0,11.163618918988877
436,44.0,no,Unknown,Unknown,7,3,medical,1608.0,2,female,31.0,3,5,research director,4,Unknown,,3549,0,1.0,14,4,1,4,2.0,22,1,10,0,1313.0,3.1453051820681215,11.709605126099811
437,45.0,no,Unknown,Unknown,5,5,Unknown,1611.0,3,female,50.0,1,2,laboratory technician,1,Unknown,5769.0,23447,1,,14,1,0,3,3.0,10,1,4,0,1015.0,3.0,10.0
438,45.0,no,non-travel,Unknown,26,3,marketing,1612.0,1,male,52.0,2,2,sales executive,1,Unknown,4385.0,24162,1,,15,1,1,2,3.0,10,4,5,0,799.0018374155474,3.151027191276863,10.0
439,34.0,no,travel frequently,Unknown,10,4,Unknown,1615.0,3,male,42.0,4,2,manufacturing director,4,Unknown,,17000,1,,13,1,1,3,3.0,9,7,2,1,426.0,3.0,9.0
440,39.0,no,Unknown,research & development,10,5,medical,Unknown,2,male,76.0,3,2,manufacturing director,1,Unknown,,3835,2,,13,4,3,3,3.0,7,7,7,0,1387.0,3.0,11.766833309014006
441,27.0,no,Unknown,research & development,-36,3,Unknown,1619.0,36,male,,2,1,laboratory technician,1,divorced,4066.0,16290,1,0.0,11,1,2,3,3.0,7,0,7,1,1302.0,3.0,7.0
442,45.0,no,travel rarely,Unknown,2,2,Unknown,1635.0,4,female,59.0,2,2,manufacturing director,4,divorced,,5388,1,,19,1,2,3,3.0,10,3,9,1,1329.0,3.0,10.0
443,44.0,no,Unknown,Unknown,1,5,Unknown,1642.0,1,male,37.0,3,2,human resources,4,married,,10503,4,1.0,11,3,0,3,3.0,10,0,2,0,602.0,3.0,14.0
444,25.0,no,Unknown,Unknown,2,1,life sciences,1653.0,4,male,77.0,4,2,manufacturing director,3,divorced,5206.0,4973,1,,17,3,2,6,3.0,7,0,7,0,772.0,3.0,7.0
